lat1,lon1,lat2,lon2,country,continent,name,continent_color,elevation
43.6534817,-79.3839347,34.156113,-118.131943,Canada,North America,placeholder264,#FFFF99,104
37.4556576,126.950757499139,34.156113,-118.131943,South Korea,Asia,placeholder265,#7570B3,34
39.9918838,116.3216532,34.156113,-118.131943,China,Asia,placeholder267,#7570B3,34
31.1900943,121.4311138,34.156113,-118.131943,China,Asia,placeholder269,#7570B3,34
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder272,#FFFF99,104
48.2655696,11.669345610438,34.156113,-118.131943,Germany,Europe,placeholder273,#E41A1C,57
52.4549616,13.2962740073688,34.156113,-118.131943,Germany,Europe,placeholder275,#E41A1C,57
34.0218833,-118.28586662125,34.156113,-118.131943,United States of America,North America,placeholder276,#FFFF99,104
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder277,#FFFF99,104
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder278,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder279,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder285,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder287,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder288,#FFFF99,104
42.36530955,-71.1154431036783,34.156113,-118.131943,United States of America,North America,placeholder289,#FFFF99,104
51.5151076,-0.110672524783294,34.156113,-118.131943,United Kingdom,Europe,placeholder293,#E41A1C,57
42.3685658,-72.505714,34.156113,-118.131943,United States of America,North America,placeholder294,#FFFF99,104
51.5073219,-0.1276474,34.156113,-118.131943,United Kingdom,Europe,placeholder296,#E41A1C,57
48.7143272,2.2033283,34.156113,-118.131943,France,Europe,placeholder308,#E41A1C,57
50.7351141,-3.533914,34.156113,-118.131943,United Kingdom,Europe,placeholder309,#E41A1C,57
52.16863385,4.45966305742133,34.156113,-118.131943,Netherlands,Europe,placeholder310,#E41A1C,57
48.7143272,2.2033283,34.156113,-118.131943,France,Europe,placeholder311,#E41A1C,57
50.7371282,-3.5369048,34.156113,-118.131943,United Kingdom,Europe,placeholder313,#E41A1C,57
-33.891747,151.190626709674,34.156113,-118.131943,Australia,Australia,placeholder319,#FDDAEC,8
39.99171495,116.303934968635,34.156113,-118.131943,China,Asia,placeholder320,#7570B3,34
39.99171495,116.303934968635,34.156113,-118.131943,China,Asia,placeholder321,#7570B3,34
48.84625505,2.35476164364477,34.156113,-118.131943,France,Europe,placeholder326,#E41A1C,57
55.94407645,-3.18837355639646,34.156113,-118.131943,United Kingdom,Europe,placeholder328,#E41A1C,57
55.94471,-3.18742,34.156113,-118.131943,United Kingdom,Europe,placeholder329,#E41A1C,57
48.84625505,2.35476164364477,34.156113,-118.131943,France,Europe,placeholder331,#E41A1C,57
55.94407645,-3.18837355639646,34.156113,-118.131943,United Kingdom,Europe,placeholder333,#E41A1C,57
55.94471,-3.18742,34.156113,-118.131943,United Kingdom,Europe,placeholder334,#E41A1C,57
43.6534817,-79.3839347,34.156113,-118.131943,Canada,North America,placeholder335,#FFFF99,104
52.4549616,13.2962740073688,34.156113,-118.131943,Germany,Europe,placeholder336,#E41A1C,57
-34.6700166530612,-58.5328121591837,34.156113,-118.131943,Argentina,South America,placeholder341,#4DAF4A,3
48.2655696,11.669345610438,34.156113,-118.131943,Germany,Europe,placeholder344,#E41A1C,57
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder346,#FFFF99,104
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder347,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder348,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder349,#FFFF99,104
38.99041245,-76.9438585924238,34.156113,-118.131943,United States of America,North America,placeholder351,#FFFF99,104
36.0103562,-84.2696449,34.156113,-118.131943,United States of America,North America,placeholder352,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder353,#FFFF99,104
42.36530955,-71.1154431036783,34.156113,-118.131943,United States of America,North America,placeholder354,#FFFF99,104
30.31545455,120.348695808155,34.156113,-118.131943,"","",placeholder357,#999999,6
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder358,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder359,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder360,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder361,#7570B3,34
51.4989595,-0.175641259787945,34.156113,-118.131943,United Kingdom,Europe,placeholder363,#E41A1C,57
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder364,#FFFF99,104
36.0103562,-84.2696449,34.156113,-118.131943,United States of America,North America,placeholder365,#FFFF99,104
1.2970694,103.7800945,34.156113,-118.131943,Singapore,Asia,placeholder367,#7570B3,34
1.2969274,103.778780111151,34.156113,-118.131943,Singapore,Asia,placeholder369,#7570B3,34
52.1693239,4.4571019,34.156113,-118.131943,Netherlands,Europe,placeholder373,#E41A1C,57
24.95539645,121.414641799853,34.156113,-118.131943,Taiwan,Asia,placeholder386,#7570B3,34
42.36530955,-71.1154431036783,34.156113,-118.131943,United States of America,North America,placeholder387,#FFFF99,104
30.31545455,120.348695808155,34.156113,-118.131943,"","",placeholder390,#999999,6
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder391,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder392,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder393,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder394,#7570B3,34
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder396,#FFFF99,104
48.2655696,11.669345610438,34.156113,-118.131943,Germany,Europe,placeholder397,#E41A1C,57
52.4549616,13.2962740073688,34.156113,-118.131943,Germany,Europe,placeholder399,#E41A1C,57
34.0218833,-118.28586662125,34.156113,-118.131943,United States of America,North America,placeholder400,#FFFF99,104
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder401,#FFFF99,104
34.13701375,-118.125288248796,34.156113,-118.131943,United States of America,North America,placeholder402,#FFFF99,104
35.81831485,-106.265427979899,34.156113,-118.131943,United States of America,North America,placeholder403,#FFFF99,104
-37.7970796,144.961301344143,34.156113,-118.131943,Australia,Australia,placeholder404,#FDDAEC,8
-37.7970796,144.961301344143,34.156113,-118.131943,Australia,Australia,placeholder405,#FDDAEC,8
42.36530955,-71.1154431036783,34.156113,-118.131943,United States of America,North America,placeholder406,#FFFF99,104
30.31545455,120.348695808155,34.156113,-118.131943,"","",placeholder409,#999999,6
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder410,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder411,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder412,#7570B3,34
30.2963793,120.0720629,34.156113,-118.131943,China,Asia,placeholder413,#7570B3,34
31.1900943,121.4311138,34.156113,-118.131943,China,Asia,placeholder421,#7570B3,34
51.75887905,-1.2596027863019,34.156113,-118.131943,United Kingdom,Europe,placeholder422,#E41A1C,57
28.2290209,112.994832044032,34.156113,-118.131943,China,Asia,placeholder428,#7570B3,34
31.8446548,117.233010525828,34.156113,-118.131943,China,Asia,placeholder429,#7570B3,34
34.7487244,113.6191483,34.156113,-118.131943,China,Asia,placeholder430,#7570B3,34
28.19096515,112.945081251339,34.156113,-118.131943,China,Asia,placeholder432,#7570B3,34
55.94407645,-3.18837355639646,34.156113,-118.131943,United Kingdom,Europe,placeholder438,#E41A1C,57
24.78676765,120.997244116807,34.156113,-118.131943,Taiwan,Asia,placeholder443,#7570B3,34
24.8066333,120.9686833,34.156113,-118.131943,Taiwan,Asia,placeholder444,#7570B3,34
25.01688615,121.538520995551,34.156113,-118.131943,Taiwan,Asia,placeholder447,#7570B3,34
25.0375198,121.5636796,34.156113,-118.131943,Taiwan,Asia,placeholder448,#7570B3,34
52.16863385,4.45966305742133,34.156113,-118.131943,Netherlands,Europe,placeholder449,#E41A1C,57
30.2852198,-97.733892726638,34.156113,-118.131943,United States of America,North America,placeholder455,#FFFF99,104
